county,census_tract,house_price_index,median_income,population,shop_type,num_shops
Essex,25009253204,195.62,148245,5589,starbucks,0
Essex,25009253205,199.32,149632,4363,dunkin_donuts,0
Essex,25009253205,199.32,149632,4363,starbucks,0
Essex,25009254100,302.07,90739,6336,dunkin_donuts,1
Essex,25009254100,302.07,90739,6336,starbucks,0
Essex,25009254200,272.31,68906,5007,dunkin_donuts,1
Essex,25009254200,272.31,68906,5007,starbucks,1
Essex,25009254301,279.48,163125,3992,dunkin_donuts,0
Essex,25009254301,279.48,163125,3992,starbucks,0
Essex,25009254302,289.03,146643,4640,dunkin_donuts,0
Essex,25009254302,289.03,146643,4640,starbucks,0
Essex,25009254401,236.79,126667,3376,dunkin_donuts,1
Essex,25009254401,236.79,126667,3376,starbucks,0
Essex,25009254402,256.34,144932,6815,dunkin_donuts,3
Essex,25009254402,256.34,144932,6815,starbucks,0
Essex,25009254403,268.67,163750,4085,dunkin_donuts,0
Essex,25009254403,268.67,163750,4085,starbucks,0
Essex,25009260100,474,-33542,5728,dunkin_donuts,1
Essex,25009260100,220,-33542,5728,starbucks,0
Essex,25009260200,127.94,36866,3440,dunkin_donuts,0
Essex,25009260200,127.94,36866,3440,starbucks,0
Essex,25009260301,250.16,76031,4465,dunkin_donuts,1
Essex,25009260301,250.16,76031,4465,starbucks,0
Essex,25009260302,215.62,93354,2824,dunkin_donuts,1
Essex,25009260302,215.62,93354,2824,starbucks,0
Essex,25009260401,199.53,78580,3870,dunkin_donuts,1
Essex,25009260401,199.53,78580,3870,starbucks,1
Essex,25009260402,212.5,90517,5781,dunkin_donuts,0
Essex,25009260402,212.5,90517,5781,starbucks,1
Essex,25009260500,226.46,82892,4134,dunkin_donuts,1
Essex,25009260500,226.46,82892,4134,starbucks,0
Essex,25009260600,189.72,49210,3522,dunkin_donuts,0
Essex,25009260600,189.72,49210,3522,starbucks,0
Essex,25009260700,199.93,56544,4592,dunkin_donuts,0
Essex,25009260700,199.93,56544,4592,starbucks,0
Essex,25009260800,100.38,35871,5352,dunkin_donuts,0
Essex,25009260800,100.38,35871,5352,starbucks,0
Essex,25009260900,196.8,53750,4844,dunkin_donuts,1
Essex,25009260900,196.8,53750,4844,starbucks,0
Essex,25009261000,200.47,72222,3794,dunkin_donuts,2
Essex,25009261000,200.47,72222,3794,starbucks,0
Essex,25009261101,199.86,83188,4691,dunkin_donuts,0
Essex,25009261101,199.86,83188,4691,starbucks,0
Essex,25009261102,219.08,67873,4732,dunkin_donuts,0
Essex,25009261102,219.08,67873,4732,starbucks,0
Essex,25009262100,274.58,80508,6536,dunkin_donuts,1
Essex,25009262100,274.58,80508,6536,starbucks,0
Essex,25009263100,246.68,122969,4370,dunkin_donuts,0
Essex,25009263100,246.68,122969,4370,starbucks,0
Essex,25009264100,276.11,92898,6805,dunkin_donuts,0
Essex,25009264100,276.11,92898,6805,starbucks,0
Essex,25009265101,255.63,100260,3843,dunkin_donuts,0
Essex,25009265101,255.63,100260,3843,starbucks,0
Essex,25009265102,272.21,112218,4536,dunkin_donuts,1
Essex,25009265102,272.21,112218,4536,starbucks,0
Essex,25009266100,233.52,90243,3909,dunkin_donuts,0
Essex,25009266100,233.52,90243,3909,starbucks,0
Essex,25009266200,234.48,77321,5550,dunkin_donuts,0
Essex,25009266200,234.48,77321,5550,starbucks,0
Essex,25009266300,228.29,66442,3584,dunkin_donuts,2
Essex,25009266300,228.29,66442,3584,starbucks,0
Essex,25009266400,210.51,70220,3511,dunkin_donuts,0
Essex,25009266400,210.51,70220,3511,starbucks,0
Essex,25009267101,236.98,74318,3794,dunkin_donuts,0
Essex,25009267101,236.98,74318,3794,starbucks,0
Essex,25009267102,235.07,78894,4701,dunkin_donuts,2
Essex,25009267102,235.07,78894,4701,starbucks,0
Essex,25009268100,252.79,127212,2570,dunkin_donuts,0
Essex,25009268100,252.79,127212,2570,starbucks,0
Essex,25009268200,375.13,79879,6292,dunkin_donuts,2
Essex,25009268200,375.13,79879,6292,starbucks,0
Essex,25009268300,291.84,56786,4103,dunkin_donuts,1
Essex,25009268300,291.84,56786,4103,starbucks,1
Essex,25009268400,313.02,90500,4697,dunkin_donuts,1
Essex,25009268400,313.02,90500,4697,starbucks,0
Essex,25009269100,275.25,95827,6794,dunkin_donuts,0
Essex,25009269100,275.25,95827,6794,starbucks,0
Essex,25009270100,293.51,85994,5995,dunkin_donuts,1
Essex,25009270100,293.51,85994,5995,starbucks,0
Middlesex,25017300100,157.69,83917,3147,dunkin_donuts,0
Middlesex,25017300100,157.69,83917,3147,starbucks,0
Middlesex,25017301101,218.96,74006,4041,dunkin_donuts,0
Middlesex,25017301101,218.96,74006,4041,starbucks,0
Middlesex,25017301102,214.74,96290,5142,dunkin_donuts,1
Middlesex,25017301102,214.74,96290,5142,starbucks,0
Middlesex,25017310100,306,-34431,5103,dunkin_donuts,2
Middlesex,25017310100,281,-34431,5103,starbucks,0
Middlesex,25017310200,179.59,57953,6949,dunkin_donuts,1
Middlesex,25017310200,179.59,57953,6949,starbucks,0
Middlesex,25017310300,161.53,45648,5864,dunkin_donuts,1
Middlesex,25017310300,161.53,45648,5864,starbucks,0
Middlesex,25017310400,220.26,34015,3385,dunkin_donuts,0
Middlesex,25017310400,220.26,34015,3385,starbucks,0
Middlesex,25017310500,203.43,51651,3354,dunkin_donuts,1
Middlesex,25017310500,203.43,51651,3354,starbucks,1
Middlesex,25017310601,199.46,66221,6304,dunkin_donuts,0
Middlesex,25017310601,199.46,66221,6304,starbucks,0
Middlesex,25017310602,230.59,50083,5504,dunkin_donuts,2
Middlesex,25017310602,230.59,50083,5504,starbucks,0
Middlesex,25017310700,109.79,37344,4812,dunkin_donuts,0
Middlesex,25017310700,109.79,37344,4812,starbucks,1
Middlesex,25017311100,720,-42841,2501,dunkin_donuts,1
Middlesex,25017311100,4,-42841,2501,starbucks,0
Middlesex,25017311200,,43787,3427,dunkin_donuts,0
Middlesex,25017311200,,43787,3427,starbucks,0
Middlesex,25017311300,206.14,49399,3788,dunkin_donuts,0
Middlesex,25017311300,206.14,49399,3788,starbucks,0
Middlesex,25017311400,182.41,47888,6314,dunkin_donuts,1
Middlesex,25017311400,182.41,47888,6314,starbucks,0
Middlesex,25017311500,190.05,61111,3384,dunkin_donuts,0
Middlesex,25017311500,190.05,61111,3384,starbucks,0
Middlesex,25017311600,199.98,71809,5278,dunkin_donuts,1
Middlesex,25017311600,199.98,71809,5278,starbucks,0
Middlesex,25017311700,181.51,53004,4906,dunkin_donuts,1
Middlesex,25017311700,181.51,53004,4906,starbucks,0
Middlesex,25017311800,,37377,3282,dunkin_donuts,0
Middlesex,25017311800,,37377,3282,starbucks,0
Middlesex,25017311900,935,-25255,2286,dunkin_donuts,1
Middlesex,25017311900,329,-25255,2286,starbucks,0
Middlesex,25017312000,,42426,3021,dunkin_donuts,0
Middlesex,25017312000,,42426,3021,starbucks,0
Middlesex,25017312100,118,-46228,2728,dunkin_donuts,0
Middlesex,25017312100,369,-46228,2728,starbucks,0
Middlesex,25017312200,211.5,64500,4536,dunkin_donuts,1
Middlesex,25017312200,211.5,64500,4536,starbucks,1
Middlesex,25017312300,197.1,57708,4862,dunkin_donuts,1
Middlesex,25017312300,197.1,57708,4862,starbucks,0
Middlesex,25017312400,920,-37525,2613,dunkin_donuts,0
Middlesex,25017312400,445,-37525,2613,starbucks,0
Middlesex,25017312501,254.37,69583,4094,dunkin_donuts,0
Middlesex,25017312501,254.37,69583,4094,starbucks,0
Middlesex,25017312502,195.89,71146,3764,dunkin_donuts,0
Middlesex,25017312502,195.89,71146,3764,starbucks,0
Middlesex,25017313101,242.49,109615,5845,dunkin_donuts,2
Middlesex,25017313101,242.49,109615,5845,starbucks,0
Middlesex,25017313102,261.68,85905,6022,dunkin_donuts,1
Middlesex,25017313102,261.68,85905,6022,starbucks,0
Middlesex,25017314101,244.85,74568,5806,dunkin_donuts,1
Middlesex,25017314101,244.85,74568,5806,starbucks,0
Middlesex,25017314102,220.9,73022,7362,dunkin_donuts,0
Middlesex,25017314102,220.9,73022,7362,starbucks,0
Middlesex,25017314200,208.34,71136,5594,dunkin_donuts,1
Middlesex,25017314200,208.34,71136,5594,starbucks,0
Middlesex,25017314301,251.9,79387,8508,dunkin_donuts,1
Middlesex,25017314301,251.9,79387,8508,starbucks,0
Middlesex,25017314302,209.4,127935,3080,dunkin_donuts,0
Middlesex,25017314302,209.4,127935,3080,starbucks,0
Middlesex,25017315100,272.29,101389,6267,dunkin_donuts,2
Middlesex,25017315100,272.29,101389,6267,starbucks,0
Middlesex,25017315200,260.03,87480,7646,dunkin_donuts,2
Middlesex,25017315200,260.03,87480,7646,starbucks,0
Middlesex,25017315401,268.29,66711,3734,dunkin_donuts,0
Middlesex,25017315401,268.29,66711,3734,starbucks,0
Middlesex,25017315402,265.37,108295,2927,dunkin_donuts,1
Middlesex,25017315402,265.37,108295,2927,starbucks,0
Middlesex,25017315403,234.94,99875,1645,dunkin_donuts,0
Middlesex,25017315403,234.94,99875,1645,starbucks,0
Middlesex,25017315500,333.43,80638,7499,dunkin_donuts,1
Middlesex,25017315500,333.43,80638,7499,starbucks,0
Middlesex,25017316101,285,93798,4866,dunkin_donuts,0
Middlesex,25017316101,285,93798,4866,starbucks,0
Middlesex,25017316102,260.71,96150,6953,dunkin_donuts,0
Middlesex,25017316102,260.71,96150,6953,starbucks,0
Middlesex,25017316201,297.59,101587,4150,dunkin_donuts,0
Middlesex,25017316201,297.59,101587,4150,starbucks,0
Middlesex,25017316202,298.95,112426,4434,dunkin_donuts,1
Middlesex,25017316202,298.95,112426,4434,starbucks,0
Middlesex,25017316300,354.9,74330,8093,dunkin_donuts,2
Middlesex,25017316300,354.9,74330,8093,starbucks,0
Middlesex,25017316400,282.26,88906,6403,dunkin_donuts,1
Middlesex,25017316400,282.26,88906,6403,starbucks,0
Middlesex,25017316500,257.03,99863,6547,dunkin_donuts,2
Middlesex,25017316500,257.03,99863,6547,starbucks,1
Middlesex,25017317101,264.3,90298,6081,dunkin_donuts,1
Middlesex,25017317101,264.3,90298,6081,starbucks,0
Middlesex,25017317102,256.93,89241,4434,dunkin_donuts,0
Middlesex,25017317102,256.93,89241,4434,starbucks,0
Middlesex,25017317103,309.47,128108,5104,dunkin_donuts,0
Middlesex,25017317103,309.47,128108,5104,starbucks,0
Middlesex,25017317201,260.78,116800,2754,dunkin_donuts,0
Middlesex,25017317201,260.78,116800,2754,starbucks,0
Middlesex,25017317202,264.19,119075,3617,dunkin_donuts,0
Middlesex,25017317202,264.19,119075,3617,starbucks,0
Middlesex,25017317203,270.41,86729,4217,dunkin_donuts,2
Middlesex,25017317203,270.41,86729,4217,starbucks,0
Middlesex,25017317301,215.56,77120,2823,dunkin_donuts,0
Middlesex,25017317301,215.56,77120,2823,starbucks,1
Middlesex,25017317302,228.81,69440,5465,dunkin_donuts,1
Middlesex,25017317302,228.81,69440,5465,starbucks,0
Middlesex,25017318100,291.58,115082,6745,dunkin_donuts,1
Middlesex,25017318100,291.58,115082,6745,starbucks,0
Middlesex,25017318200,281.79,107000,4013,dunkin_donuts,1
Middlesex,25017318200,281.79,107000,4013,starbucks,0
Middlesex,25017318300,282.75,148770,8000,dunkin_donuts,0
Middlesex,25017318300,282.75,148770,8000,starbucks,0
Middlesex,25017318400,294.14,149353,4096,dunkin_donuts,2
Middlesex,25017318400,294.14,149353,4096,starbucks,1
Middlesex,25017320102,283.69,129596,5369,dunkin_donuts,0
Middlesex,25017320102,283.69,129596,5369,starbucks,1
Middlesex,25017320103,230.58,114667,2773,dunkin_donuts,0
Middlesex,25017320103,230.58,114667,2773,starbucks,0
Middlesex,25017320104,261.77,131643,7462,dunkin_donuts,1
Middlesex,25017320104,261.77,131643,7462,starbucks,1
Middlesex,25017321100,181.56,79630,7043,dunkin_donuts,1
Middlesex,25017321100,181.56,79630,7043,starbucks,0
Middlesex,25017321200,225.07,64122,6566,dunkin_donuts,2
Middlesex,25017321200,225.07,64122,6566,starbucks,0
Middlesex,25017321300,185.15,55455,7887,dunkin_donuts,0
Middlesex,25017321300,185.15,55455,7887,starbucks,0
Middlesex,25017321400,210.39,94141,3038,dunkin_donuts,0
Middlesex,25017321400,210.39,94141,3038,starbucks,1
Middlesex,25017321500,222.41,84010,7446,dunkin_donuts,0
Middlesex,25017321500,222.41,84010,7446,starbucks,0
Middlesex,25017321600,224.7,66319,7161,dunkin_donuts,0
Middlesex,25017321600,224.7,66319,7161,starbucks,0
Middlesex,25017322100,240.14,108008,4764,dunkin_donuts,0
Middlesex,25017322100,240.14,108008,4764,starbucks,0
Middlesex,25017322200,204.17,72529,3885,dunkin_donuts,0
Middlesex,25017322200,204.17,72529,3885,starbucks,0
Middlesex,25017322300,202.18,63456,6128,dunkin_donuts,0
Middlesex,25017322300,202.18,63456,6128,starbucks,0
Middlesex,25017322400,239.18,77600,4687,dunkin_donuts,0
Middlesex,25017322400,239.18,77600,4687,starbucks,0
Middlesex,25017323100,363.16,131500,6841,dunkin_donuts,2
Middlesex,25017323100,363.16,131500,6841,starbucks,0
Middlesex,25017324101,290.47,104674,4633,dunkin_donuts,2
Middlesex,25017324101,290.47,104674,4633,starbucks,0
Middlesex,25017324102,255.53,116290,4524,dunkin_donuts,1
Middlesex,25017324102,255.53,116290,4524,starbucks,1
Middlesex,25017325100,206.36,67110,7716,dunkin_donuts,1
Middlesex,25017325100,206.36,67110,7716,starbucks,0
Middlesex,25017326101,201.22,106968,4084,dunkin_donuts,1
Middlesex,25017326101,201.22,106968,4084,starbucks,0
Middlesex,25017326102,239.22,118005,6913,dunkin_donuts,1
Middlesex,25017326102,239.22,118005,6913,starbucks,0
Middlesex,25017327101,221.98,79871,4026,dunkin_donuts,0
Middlesex,25017327101,221.98,79871,4026,starbucks,0
Middlesex,25017327102,241.9,73750,4188,dunkin_donuts,1
Middlesex,25017327102,241.9,73750,4188,starbucks,0
Middlesex,25017327103,209.1,85240,3568,dunkin_donuts,0
Middlesex,25017327103,209.1,85240,3568,starbucks,0
Middlesex,25017328100,202.67,116125,3299,dunkin_donuts,1
Middlesex,25017328100,202.67,116125,3299,starbucks,0
Middlesex,25017330100,461.27,138458,8112,dunkin_donuts,1
Middlesex,25017330100,461.27,138458,8112,starbucks,0
Middlesex,25017330200,320.35,96161,7137,dunkin_donuts,2
Middlesex,25017330200,320.35,96161,7137,starbucks,1
Middlesex,25017331101,290.46,92300,3413,dunkin_donuts,1
Middlesex,25017331101,290.46,92300,3413,starbucks,1
Middlesex,25017331102,357.04,91970,7062,dunkin_donuts,4
Middlesex,25017331102,357.04,91970,7062,starbucks,0
Middlesex,25017331200,310.18,104398,5235,dunkin_donuts,2
Middlesex,25017331200,310.18,104398,5235,starbucks,1
Middlesex,25017331300,307.51,115169,7197,dunkin_donuts,0
Middlesex,25017331300,307.51,115169,7197,starbucks,0
Middlesex,25017332100,454.42,118843,5992,dunkin_donuts,2
Middlesex,25017332100,454.42,118843,5992,starbucks,0
Middlesex,25017332200,438.39,85442,8409,dunkin_donuts,2
Middlesex,25017332200,438.39,85442,8409,starbucks,0
Middlesex,25017332300,327.35,95057,6808,dunkin_donuts,1
Middlesex,25017332300,327.35,95057,6808,starbucks,1
Middlesex,25017332400,324.39,99926,3981,dunkin_donuts,3
Middlesex,25017332400,324.39,99926,3981,starbucks,2
Middlesex,25017333100,318.39,82237,8017,dunkin_donuts,2
Middlesex,25017333100,318.39,82237,8017,starbucks,0
Middlesex,25017333200,304.54,67639,5014,dunkin_donuts,0
Middlesex,25017333200,304.54,67639,5014,starbucks,0
Middlesex,25017333300,266.26,77148,4034,dunkin_donuts,2
Middlesex,25017333300,266.26,77148,4034,starbucks,0
Middlesex,25017333400,292.46,80180,6192,dunkin_donuts,1
Middlesex,25017333400,292.46,80180,6192,starbucks,0
Middlesex,25017333501,298.07,84449,5098,dunkin_donuts,2
Middlesex,25017333501,298.07,84449,5098,starbucks,1
Middlesex,25017333502,241.22,56250,3329,dunkin_donuts,0
Middlesex,25017333502,241.22,56250,3329,starbucks,0
Middlesex,25017333600,252.04,81694,7142,dunkin_donuts,3
Middlesex,25017333600,252.04,81694,7142,starbucks,2
Middlesex,25017334100,336.04,105427,7078,dunkin_donuts,1
Middlesex,25017334100,336.04,105427,7078,starbucks,1
Middlesex,25017334200,272.44,102692,3883,dunkin_donuts,1
Middlesex,25017334200,272.44,102692,3883,starbucks,0
Middlesex,25017334300,333.86,114375,7779,dunkin_donuts,0
Middlesex,25017334300,333.86,114375,7779,starbucks,0
Middlesex,25017334400,308.77,85909,6436,dunkin_donuts,2
Middlesex,25017334400,308.77,85909,6436,starbucks,1
Middlesex,25017335100,308.83,86316,5595,dunkin_donuts,1
Middlesex,25017335100,308.83,86316,5595,starbucks,0
Middlesex,25017335200,288.04,86205,6046,dunkin_donuts,0
Middlesex,25017335200,288.04,86205,6046,starbucks,0
Middlesex,25017335301,264.53,73643,4166,dunkin_donuts,1
Middlesex,25017335301,264.53,73643,4166,starbucks,0
Middlesex,25017335302,250.87,78200,5149,dunkin_donuts,1
Middlesex,25017335302,250.87,78200,5149,starbucks,0
Middlesex,25017335400,308.33,93269,4879,dunkin_donuts,0
Middlesex,25017335400,308.33,93269,4879,starbucks,0
Middlesex,25017336100,331.13,80478,5578,dunkin_donuts,1
Middlesex,25017336100,331.13,80478,5578,starbucks,0
Middlesex,25017336200,295.38,123469,6068,dunkin_donuts,0
Middlesex,25017336200,295.38,123469,6068,starbucks,0
Middlesex,25017336300,319.08,94912,6671,dunkin_donuts,0
Middlesex,25017336300,319.08,94912,6671,starbucks,1
Middlesex,25017336401,254.59,66917,4282,dunkin_donuts,0
Middlesex,25017336401,254.59,66917,4282,starbucks,0
Middlesex,25017336402,284.75,76370,4910,dunkin_donuts,0
Middlesex,25017336402,284.75,76370,4910,starbucks,0
Middlesex,25017337101,285.81,84196,3317,dunkin_donuts,0
Middlesex,25017337101,285.81,84196,3317,starbucks,0
Middlesex,25017337102,305.2,94398,4889,dunkin_donuts,2
Middlesex,25017337102,305.2,94398,4889,starbucks,0
Middlesex,25017337201,255.3,56528,3059,dunkin_donuts,1
Middlesex,25017337201,255.3,56528,3059,starbucks,0
Middlesex,25017337202,249.73,69670,4912,dunkin_donuts,2
Middlesex,25017337202,249.73,69670,4912,starbucks,0
Middlesex,25017337300,305.51,85028,5434,dunkin_donuts,1
Middlesex,25017337300,305.51,85028,5434,starbucks,0
Middlesex,25017338100,347.9,160370,3032,dunkin_donuts,0
Middlesex,25017338100,347.9,160370,3032,starbucks,0
Middlesex,25017338200,342.25,89595,3982,dunkin_donuts,1
Middlesex,25017338200,342.25,89595,3982,starbucks,0
Middlesex,25017338300,410.02,123083,3127,dunkin_donuts,0
Middlesex,25017338300,410.02,123083,3127,starbucks,0
Middlesex,25017338400,371.91,174464,5734,dunkin_donuts,0
Middlesex,25017338400,371.91,174464,5734,starbucks,0
Middlesex,25017338500,420.32,168466,5988,dunkin_donuts,1
Middlesex,25017338500,420.32,168466,5988,starbucks,1
Middlesex,25017339100,284.98,59775,6067,dunkin_donuts,1
Middlesex,25017339100,284.98,59775,6067,starbucks,0
Middlesex,25017339200,362.99,99196,5532,dunkin_donuts,0
Middlesex,25017339200,362.99,99196,5532,starbucks,0
Middlesex,25017339300,372.23,74250,2951,dunkin_donuts,1
Middlesex,25017339300,372.23,74250,2951,starbucks,0
Middlesex,25017339400,290.1,63227,3228,dunkin_donuts,0
Middlesex,25017339400,290.1,63227,3228,starbucks,0
Middlesex,25017339500,293.43,75962,5800,dunkin_donuts,2
Middlesex,25017339500,293.43,75962,5800,starbucks,1
Middlesex,25017339600,283.49,81250,5580,dunkin_donuts,0
Middlesex,25017339600,283.49,81250,5580,starbucks,0
Middlesex,25017339700,145.36,62793,4217,dunkin_donuts,0
Middlesex,25017339700,145.36,62793,4217,starbucks,0
Middlesex,25017339801,,83886,4763,dunkin_donuts,1
Middlesex,25017339801,,83886,4763,starbucks,1
Middlesex,25017339802,252.06,61705,4201,dunkin_donuts,2
Middlesex,25017339802,252.06,61705,4201,starbucks,0
Middlesex,25017339900,272.2,62361,5228,dunkin_donuts,1
Middlesex,25017339900,272.2,62361,5228,starbucks,0
Middlesex,25017340000,261.8,54700,2642,dunkin_donuts,1
Middlesex,25017340000,261.8,54700,2642,starbucks,0
Middlesex,25017340100,306.35,98750,6772,dunkin_donuts,0
Middlesex,25017340100,306.35,98750,6772,starbucks,0
Middlesex,25017341101,253.62,82009,3489,dunkin_donuts,0
Middlesex,25017341101,253.62,82009,3489,starbucks,0
Middlesex,25017341102,267.07,47017,4577,dunkin_donuts,0
Middlesex,25017341102,267.07,47017,4577,starbucks,0
Middlesex,25017341200,241.66,53937,7535,dunkin_donuts,0
Middlesex,25017341200,241.66,53937,7535,starbucks,0
Middlesex,25017341300,,42675,5518,dunkin_donuts,2
Middlesex,25017341300,,42675,5518,starbucks,0
Middlesex,25017341400,264.14,57126,5936,dunkin_donuts,1
Middlesex,25017341400,264.14,57126,5936,starbucks,0
Middlesex,25017341500,265.42,59683,5762,dunkin_donuts,0
Middlesex,25017341500,265.42,59683,5762,starbucks,0
Middlesex,25017341600,272.83,53986,6523,dunkin_donuts,0
Middlesex,25017341600,272.83,53986,6523,starbucks,0
Middlesex,25017341700,293.08,66750,4959,dunkin_donuts,0
Middlesex,25017341700,293.08,66750,4959,starbucks,0
Middlesex,25017341800,247.79,36157,6414,dunkin_donuts,1
Middlesex,25017341800,247.79,36157,6414,starbucks,0
Middlesex,25017341901,217.02,56929,1520,dunkin_donuts,1
Middlesex,25017341901,217.02,56929,1520,starbucks,0
Middlesex,25017341902,243.62,66180,8076,dunkin_donuts,1
Middlesex,25017341902,243.62,66180,8076,starbucks,0
Middlesex,25017342101,224.19,49353,4515,dunkin_donuts,0
Middlesex,25017342101,224.19,49353,4515,starbucks,0
Middlesex,25017342102,207.32,32989,3685,dunkin_donuts,2
Middlesex,25017342102,207.32,32989,3685,starbucks,0
Middlesex,25017342201,275.93,52542,4879,dunkin_donuts,0
Middlesex,25017342201,275.93,52542,4879,starbucks,0
Middlesex,25017342202,228.94,55795,4238,dunkin_donuts,0
Middlesex,25017342202,228.94,55795,4238,starbucks,0
Middlesex,25017342300,228.8,65938,7310,dunkin_donuts,0
Middlesex,25017342300,228.8,65938,7310,starbucks,0
Middlesex,25017342400,145.51,46164,6803,dunkin_donuts,2
Middlesex,25017342400,145.51,46164,6803,starbucks,1
Middlesex,25017342500,226.14,45871,6848,dunkin_donuts,0
Middlesex,25017342500,226.14,45871,6848,starbucks,0
Middlesex,25017342600,26,-48493,4480,dunkin_donuts,0
Middlesex,25017342600,935,-48493,4480,starbucks,0
Middlesex,25017350103,991,-76094,1313,dunkin_donuts,1
Middlesex,25017350103,868,-76094,1313,starbucks,1
Middlesex,25017350104,172.46,40825,7528,dunkin_donuts,1
Middlesex,25017350104,172.46,40825,7528,starbucks,0
Middlesex,25017350200,445.5,68500,6082,dunkin_donuts,1
Middlesex,25017350200,445.5,68500,6082,starbucks,0
Middlesex,25017350300,269.52,76467,2492,dunkin_donuts,1
Middlesex,25017350300,269.52,76467,2492,starbucks,0
Middlesex,25017350400,178.03,84688,5455,dunkin_donuts,0
Middlesex,25017350400,178.03,84688,5455,starbucks,0
Middlesex,25017350500,193,-92614,1536,dunkin_donuts,1
Middlesex,25017350500,58,-92614,1536,starbucks,0
Middlesex,25017350600,905,-85000,4765,dunkin_donuts,0
Middlesex,25017350600,856,-85000,4765,starbucks,0
Middlesex,25017350700,497,-58226,6841,dunkin_donuts,1
Middlesex,25017350700,373,-58226,6841,starbucks,1
Middlesex,25017350800,837,-94569,2025,dunkin_donuts,0
Middlesex,25017350800,652,-94569,2025,starbucks,0
Middlesex,25017350900,,105000,3381,dunkin_donuts,1
Middlesex,25017350900,,105000,3381,starbucks,1
Middlesex,25017351000,288.38,75526,7433,dunkin_donuts,0
Middlesex,25017351000,288.38,75526,7433,starbucks,1
Middlesex,25017351100,477.68,74875,5821,dunkin_donuts,2
Middlesex,25017351100,477.68,74875,5821,starbucks,0
Middlesex,25017351203,186.23,76818,4181,dunkin_donuts,0
Middlesex,25017351203,186.23,76818,4181,starbucks,0
Middlesex,25017351204,165.96,64216,4164,dunkin_donuts,0
Middlesex,25017351204,165.96,64216,4164,starbucks,0
Middlesex,25017351300,,57978,4106,dunkin_donuts,0
Middlesex,25017351300,,57978,4106,starbucks,0
Middlesex,25017351403,168.45,53618,3846,dunkin_donuts,0
Middlesex,25017351403,168.45,53618,3846,starbucks,0
Middlesex,25017351404,139.2,50508,3973,dunkin_donuts,0
Middlesex,25017351404,139.2,50508,3973,starbucks,0
Middlesex,25017351500,451,-49384,2618,dunkin_donuts,3
Middlesex,25017351500,973,-49384,2618,starbucks,1
Middlesex,25017352101,717,-65711,1973,dunkin_donuts,0
Middlesex,25017352101,44,-65711,1973,starbucks,0
Middlesex,25017352102,411,-102704,2584,dunkin_donuts,2
Middlesex,25017352102,528,-102704,2584,starbucks,1
Middlesex,25017352200,781,-35862,1865,dunkin_donuts,0
Middlesex,25017352200,154,-35862,1865,starbucks,0
Middlesex,25017352300,,83980,3413,dunkin_donuts,0
Middlesex,25017352300,,83980,3413,starbucks,0
Middlesex,25017352400,465,-36842,1998,dunkin_donuts,2
Middlesex,25017352400,764,-36842,1998,starbucks,2
Middlesex,25017352500,176,-87852,2820,dunkin_donuts,0
Middlesex,25017352500,817,-87852,2820,starbucks,0
Middlesex,25017352600,412,-59676,2648,dunkin_donuts,0
Middlesex,25017352600,561,-59676,2648,starbucks,0
Middlesex,25017352700,928,-40750,2261,dunkin_donuts,1
Middlesex,25017352700,507,-40750,2261,starbucks,0
Middlesex,25017352800,,100125,2328,dunkin_donuts,0
Middlesex,25017352800,,100125,2328,starbucks,0
Middlesex,25017352900,231,-79844,2855,dunkin_donuts,0
Middlesex,25017352900,99,-79844,2855,starbucks,0
Middlesex,25017353000,244,-56742,3478,dunkin_donuts,1
Middlesex,25017353000,744,-56742,3478,starbucks,1
Middlesex,25017353101,288,-70549,2413,dunkin_donuts,0
Middlesex,25017353101,531,-70549,2413,starbucks,0
Middlesex,25017353102,767,-77935,4712,dunkin_donuts,1
Middlesex,25017353102,357,-77935,4712,starbucks,1
Middlesex,25017353200,,71125,5017,dunkin_donuts,0
Middlesex,25017353200,,71125,5017,starbucks,0
Middlesex,25017353300,,89837,3312,dunkin_donuts,0
Middlesex,25017353300,,89837,3312,starbucks,1
Middlesex,25017353400,149,-70833,3048,dunkin_donuts,1
Middlesex,25017353400,447,-70833,3048,starbucks,1
Middlesex,25017353500,464,-91801,2783,dunkin_donuts,0
Middlesex,25017353500,728,-91801,2783,starbucks,0
Middlesex,25017353600,852,-89167,4895,dunkin_donuts,0
Middlesex,25017353600,352,-89167,4895,starbucks,1
Middlesex,25017353700,634,-51955,5612,dunkin_donuts,2
Middlesex,25017353700,350,-51955,5612,starbucks,3
Middlesex,25017353800,151,-69727,4724,dunkin_donuts,1
Middlesex,25017353800,688,-69727,4724,starbucks,0
Middlesex,25017353900,380,-49915,6111,dunkin_donuts,0
Middlesex,25017353900,475,-49915,6111,starbucks,0
Middlesex,25017354000,598,-69858,4053,dunkin_donuts,0
Middlesex,25017354000,277,-69858,4053,starbucks,2
Middlesex,25017354100,793,-115000,2656,dunkin_donuts,1
Middlesex,25017354100,398,-115000,2656,starbucks,1
Middlesex,25017354200,,153125,3272,dunkin_donuts,0
Middlesex,25017354200,,153125,3272,starbucks,0
Middlesex,25017354300,151.1,63940,3626,dunkin_donuts,0
Middlesex,25017354300,151.1,63940,3626,starbucks,1
Middlesex,25017354400,985,-111033,1734,dunkin_donuts,0
Middlesex,25017354400,771,-111033,1734,starbucks,0
